"cond","SID","survey_name","item","value"
"self","s095","relevance_social","9_relevance_social","73"
"other","s097","relevance_social","9_relevance_social","92"
"other","s099","relevance_social","9_relevance_social","90"
"other","s100","relevance_social","9_relevance_social","71"
"self","s101","relevance_social","9_relevance_social","91"
"other","s103","relevance_social","9_relevance_social","32"
"self","s104","relevance_social","9_relevance_social","95"
"self","s106","relevance_social","9_relevance_social","66"
"other","s108","relevance_social","9_relevance_social","30"
"other","s110","relevance_social","9_relevance_social","34"
"self","s111","relevance_social","9_relevance_social","77"
"self","s112","relevance_social","9_relevance_social","98"
"self","s113","relevance_social","9_relevance_social","52"
"other","s114","relevance_social","9_relevance_social","98"
"other","s115","relevance_social","9_relevance_social","55"
"other","s116","relevance_social","9_relevance_social","22"
"other","s117","relevance_social","9_relevance_social","73"
"self","s118","relevance_social","9_relevance_social","70"
"self","s119","relevance_social","9_relevance_social","0"
"other","s120","relevance_social","9_relevance_social","69"
"self","s121","relevance_social","9_relevance_social","5"
"other","s122","relevance_social","9_relevance_social","49"
"other","s123","relevance_social","9_relevance_social","100"
"self","s124","relevance_social","9_relevance_social","60"
"other","s125","relevance_social","9_relevance_social","51"
"other","s126","relevance_social","9_relevance_social","90"
"self","s127","relevance_social","9_relevance_social","69"
"self","s130","relevance_social","9_relevance_social","93"
"self","s132","relevance_social","9_relevance_social","46"
"other","s133","relevance_social","9_relevance_social","88"
"other","s134","relevance_social","9_relevance_social","65"
"other","s136","relevance_social","9_relevance_social","86"
"other","s137","relevance_social","9_relevance_social","18"
"other","s139","relevance_social","9_relevance_social","35"
"other","s140","relevance_social","9_relevance_social","29"
"self","s141","relevance_social","9_relevance_social","10"
"self","s143","relevance_social","9_relevance_social","74"
"self","s145","relevance_social","9_relevance_social","51"
"self","s146","relevance_social","9_relevance_social","67"
"self","s147","relevance_social","9_relevance_social","100"
"self","s149","relevance_social","9_relevance_social","75"
"other","s150","relevance_social","9_relevance_social","36"
"self","s151","relevance_social","9_relevance_social","98"
"other","s153","relevance_social","9_relevance_social","83"
"self","s155","relevance_social","9_relevance_social","84"
"other","s156","relevance_social","9_relevance_social","99"
"self","s157","relevance_social","9_relevance_social","84"
"other","s159","relevance_social","9_relevance_social","58"
"self","s160","relevance_social","9_relevance_social","44"
"self","s161","relevance_social","9_relevance_social","57"
"other","s163","relevance_social","9_relevance_social","0"
"other","s166","relevance_social","9_relevance_social","92"
"self","s167","relevance_social","9_relevance_social","100"
"self","s168","relevance_social","9_relevance_social","64"
"other","s170","relevance_social","9_relevance_social","80"
"self","s172","relevance_social","9_relevance_social","1"
"other","s177","relevance_social","9_relevance_social","58"
"self","s178","relevance_social","9_relevance_social","66"
"self","s184","relevance_social","9_relevance_social","73"
"other","s185","relevance_social","9_relevance_social","100"
"self","s186","relevance_social","9_relevance_social","52"
"self","s187","relevance_social","9_relevance_social","53"
"other","s189","relevance_social","9_relevance_social","61"
"other","s191","relevance_social","9_relevance_social","0"
"self","s192","relevance_social","9_relevance_social","66"
"self","s193","relevance_social","9_relevance_social","47"
"self","s194","relevance_social","9_relevance_social","51"
"self","s195","relevance_social","9_relevance_social","55"
"self","s196","relevance_social","9_relevance_social","79"
"other","s197","relevance_social","9_relevance_social","59"
"self","s198","relevance_social","9_relevance_social","94"
"self","s200","relevance_social","9_relevance_social","89"
"other","s201","relevance_social","9_relevance_social","73"
"self","s202","relevance_social","9_relevance_social","79"
"other","s204","relevance_social","9_relevance_social","58"
"other","s205","relevance_social","9_relevance_social","85"
"other","s206","relevance_social","9_relevance_social","86"
"self","s207","relevance_social","9_relevance_social","100"
"self","s208","relevance_social","9_relevance_social","73"
"other","s210","relevance_social","9_relevance_social","72"
"self","s211","relevance_social","9_relevance_social","52"
"self","s212","relevance_social","9_relevance_social","98"
"other","s214","relevance_social","9_relevance_social","72"
"other","s215","relevance_social","9_relevance_social","78"
"other","s216","relevance_social","9_relevance_social","89"
"self","s217","relevance_social","9_relevance_social","56"
"other","s218","relevance_social","9_relevance_social","36"
"self","s219","relevance_social","9_relevance_social","59"
"other","s222","relevance_social","9_relevance_social","59"
"self","s223","relevance_social","9_relevance_social","66"
"self","s224","relevance_social","9_relevance_social","11"
"other","s227","relevance_social","9_relevance_social","99"
"self","s230","relevance_social","9_relevance_social","14"
"self","s234","relevance_social","9_relevance_social","51"
"other","s235","relevance_social","9_relevance_social","100"
"other","s236","relevance_social","9_relevance_social","80"
"self","s237","relevance_social","9_relevance_social","87"
"self","s242","relevance_social","9_relevance_social","50"
"self","s243","relevance_social","9_relevance_social","76"
"other","s246","relevance_social","9_relevance_social","66"
"self","s248","relevance_social","9_relevance_social","69"
"other","s249","relevance_social","9_relevance_social","51"
"self","s250","relevance_social","9_relevance_social","82"
"other","s251","relevance_social","9_relevance_social","51"
"other","s255","relevance_social","9_relevance_social","0"
"other","s257","relevance_social","9_relevance_social","57"
"self","s258","relevance_social","9_relevance_social","100"
"other","s259","relevance_social","9_relevance_social","67"
"self","s260","relevance_social","9_relevance_social","3"
"other","s261","relevance_social","9_relevance_social","95"
"self","s262","relevance_social","9_relevance_social","57"
"other","s265","relevance_social","9_relevance_social","74"
"self","s268","relevance_social","9_relevance_social","100"
"other","s270","relevance_social","9_relevance_social","90"
"self","s273","relevance_social","9_relevance_social","88"
"other","s274","relevance_social","9_relevance_social","72"
"other","s275","relevance_social","9_relevance_social","72"
"self","s276","relevance_social","9_relevance_social","95"
"self","s277","relevance_social","9_relevance_social","95"
"self","s278","relevance_social","9_relevance_social","100"
"other","s279","relevance_social","9_relevance_social","95"
"self","s280","relevance_social","9_relevance_social","64"
"self","s281","relevance_social","9_relevance_social","52"
"other","s283","relevance_social","9_relevance_social","25"
"self","s287","relevance_social","9_relevance_social","78"
"self","s288","relevance_social","9_relevance_social","80"
"other","s292","relevance_social","9_relevance_social","86"
"other","s294","relevance_social","9_relevance_social","79"
"other","s295","relevance_social","9_relevance_social","24"
"self","s297","relevance_social","9_relevance_social","79"
"other","s299","relevance_social","9_relevance_social","100"
"other","s300","relevance_social","9_relevance_social","98"
"self","s301","relevance_social","9_relevance_social","53"
"other","s303","relevance_social","9_relevance_social","69"
"self","s305","relevance_social","9_relevance_social","5"
"other","s307","relevance_social","9_relevance_social","89"
"self","s308","relevance_social","9_relevance_social","75"
"self","s311","relevance_social","9_relevance_social","92"
"self","s313","relevance_social","9_relevance_social","36"
"self","s314","relevance_social","9_relevance_social","57"
"other","s316","relevance_social","9_relevance_social","100"
"self","s318","relevance_social","9_relevance_social","59"
"self","s319","relevance_social","9_relevance_social","69"
"self","s320","relevance_social","9_relevance_social","63"
"self","s321","relevance_social","9_relevance_social","77"
"other","s322","relevance_social","9_relevance_social","85"
"self","s324","relevance_social","9_relevance_social","2"
"other","s326","relevance_social","9_relevance_social","14"
"other","s327","relevance_social","9_relevance_social","51"
"other","s328","relevance_social","9_relevance_social","66"
"other","s329","relevance_social","9_relevance_social","0"
"self","s330","relevance_social","9_relevance_social","100"
"self","s331","relevance_social","9_relevance_social","48"
"other","s335","relevance_social","9_relevance_social","70"
"self","s337","relevance_social","9_relevance_social","3"
"other","s338","relevance_social","9_relevance_social","83"
"other","s344","relevance_social","9_relevance_social","26"
"self","s345","relevance_social","9_relevance_social","1"
"other","s348","relevance_social","9_relevance_social","30"
"other","s349","relevance_social","9_relevance_social","84"
"other","s352","relevance_social","9_relevance_social","91"
"other","s353","relevance_social","9_relevance_social","61"
"self","s358","relevance_social","9_relevance_social","71"
"self","s360","relevance_social","9_relevance_social","68"
"other","s361","relevance_social","9_relevance_social","51"
"other","s363","relevance_social","9_relevance_social","88"
"other","s364","relevance_social","9_relevance_social","49"
"self","s368","relevance_social","9_relevance_social","100"
"self","s371","relevance_social","9_relevance_social","0"
"other","s372","relevance_social","9_relevance_social","69"
"self","s373","relevance_social","9_relevance_social","26"
"self","s375","relevance_social","9_relevance_social","12"
"other","s380","relevance_social","9_relevance_social","84"
"other","s386","relevance_social","9_relevance_social","97"
"self","s387","relevance_social","9_relevance_social","28"
"other","s390","relevance_social","9_relevance_social","89"
"self","s394","relevance_social","9_relevance_social","59"
"other","s395","relevance_social","9_relevance_social","60"
"other","s396","relevance_social","9_relevance_social","100"
"other","s399","relevance_social","9_relevance_social","30"
"other","s400","relevance_social","9_relevance_social","87"
"self","s401","relevance_social","9_relevance_social","66"
"self","s402","relevance_social","9_relevance_social","90"
"other","s403","relevance_social","9_relevance_social","16"
"other","s406","relevance_social","9_relevance_social","33"
"self","s411","relevance_social","9_relevance_social","58"
"self","s412","relevance_social","9_relevance_social","55"
"self","s414","relevance_social","9_relevance_social","1"
"self","s415","relevance_social","9_relevance_social","38"
"self","s418","relevance_social","9_relevance_social","80"
"self","s419","relevance_social","9_relevance_social","10"
"other","s420","relevance_social","9_relevance_social","91"
"self","s421","relevance_social","9_relevance_social","77"
"self","s422","relevance_social","9_relevance_social","0"
"other","s423","relevance_social","9_relevance_social","68"
"self","s425","relevance_social","9_relevance_social","88"
"self","s432","relevance_social","9_relevance_social","83"
"self","s434","relevance_social","9_relevance_social","56"
"other","s435","relevance_social","9_relevance_social","67"
"other","s436","relevance_social","9_relevance_social","47"
"self","s437","relevance_social","9_relevance_social","75"
"self","s439","relevance_social","9_relevance_social","100"
"other","s442","relevance_social","9_relevance_social","84"
"self","s444","relevance_social","9_relevance_social","87"
"self","s445","relevance_social","9_relevance_social","83"
"self","s446","relevance_social","9_relevance_social","3"
"other","s448","relevance_social","9_relevance_social","100"
